idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
2988,35,1,1,0,18.0,1,1,0,0,11.0,13.0,1.0,9.29146,40.0,11.673078,3.9166667
2998,35,1,1,0,12.0,0,0,1,0,11.0,8.0,0.0,4.2270532,8.0,4.8269229,1.75
2999,37,1,1,0,13.0,0,1,1,0,3.0,3.0,0.0,8.0515299,40.0,9.5769234,4.8333335
3000,42,1,0,0,12.0,0,1,1,0,4.0,1.0,0.0,5.4347825,48.0,17.346153,17.333334
3001,41,1,1,0,12.0,0,1,1,0,6.0,6.0,1.0,7.7455678,40.0,17.788462,14.166667
3004,38,2,0,0,8.0,0,1,0,0,4.0,6.0,0.0,4.8309178,40.0,14.75641,8.416667
3008,39,2,1,0,9.0,0,1,0,0,4.0,6.0,0.0,3.1400964,40.0,15.0,10.916667
3015,37,2,1,0,12.0,0,0,1,0,12.0,3.0,0.0,10.032206,40.0,18.75,18.75
3016,38,2,1,0,16.0,1,1,1,0,4.0,5.0,0.0,14.710137,40.0,13.942307,10.416667
3020,35,1,0,1,16.0,1,1,0,0,11.0,3.0,0.0,10.619963,35.0,14.865385,10.916667
3023,39,1,1,0,18.0,1,1,0,0,11.0,3.0,0.0,6.3848605,40.0,8.6346149,2.9166667
3026,36,2,0,0,10.0,0,1,0,0,4.0,6.0,0.0,2.6972613,40.0,18.076923,0.0
3027,35,2,0,1,17.0,1,1,0,0,11.0,3.0,,2.9388082,20.0,6.5384617,
3028,41,2,1,0,12.0,0,1,0,0,11.0,3.0,0.0,2.7858286,40.0,13.442308,9.833333
3035,42,1,1,0,17.0,1,1,1,1,11.0,13.0,0.0,5.2656984,60.0,7.8653846,7.75
3036,39,1,1,0,18.0,1,1,1,0,11.0,13.0,0.0,12.777775,40.0,12.788462,8.75
3037,35,1,1,0,18.0,1,1,1,1,11.0,13.0,0.0,4.64573,1.0,6.0128207,0.66666669
3038,39,1,1,0,12.0,0,0,1,0,4.0,2.0,,5.8528428,20.0,6.75,0.41666666
3040,39,2,0,0,10.0,0,1,1,0,4.0,11.0,,3.5024142,40.0,15.429487,15.0
3042,39,2,0,1,12.0,0,1,1,0,4.0,6.0,0.0,4.8309178,40.0,16.512819,14.0
3043,37,2,0,1,12.0,0,1,1,0,4.0,1.0,1.0,16.476761,40.0,19.423077,8.5
3044,44,1,1,0,12.0,0,1,1,0,4.0,6.0,0.0,6.7713332,48.0,22.512819,22.5
3045,43,1,1,0,11.0,0,1,1,0,4.0,6.0,0.0,5.5394502,48.0,19.583332,5.5
3046,44,2,0,0,12.0,0,1,1,0,11.0,3.0,,4.4137006,35.0,12.519231,9.416667
3047,35,2,0,1,14.0,0,1,1,0,12.0,3.0,0.0,8.9049911,40.0,13.916667,13.916667
3048,38,2,0,0,11.0,0,1,1,0,6.0,6.0,1.0,2.6972613,40.0,11.788462,9.833333
3049,39,1,1,0,16.0,1,1,1,1,11.0,1.0,0.0,11.030594,33.0,14.961538,3.0833333
3050,42,1,1,0,10.0,0,1,1,0,7.0,4.0,0.0,5.5394502,40.0,16.256411,0.0
3052,39,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,4.64573,40.0,12.326923,2.8333333
3056,45,2,0,0,9.0,0,1,1,1,4.0,3.0,1.0,14.121402,45.0,17.326923,0.0
3058,37,1,1,0,12.0,0,1,1,0,9.0,3.0,0.0,5.9178729,40.0,11.557693,1.3333334
3059,40,1,1,0,17.0,1,1,1,1,1.0,3.0,0.0,10.628017,7.0,13.929487,1.3333334
3060,42,2,1,0,8.0,0,1,0,0,11.0,8.0,0.0,2.777777,30.0,10.25,10.25
3061,42,1,1,0,16.0,1,1,1,0,11.0,13.0,0.0,7.0048285,42.0,9.2435894,6.8333335
3062,35,1,0,0,12.0,0,1,1,1,11.0,3.0,0.0,5.8373594,40.0,17.653845,1.3333334
3063,36,1,1,0,18.0,1,1,0,0,11.0,13.0,0.0,6.5780983,40.0,10.384615,0.91666669
3065,34,1,0,1,13.0,0,1,1,0,4.0,5.0,0.0,5.0644102,55.0,12.512821,5.8333335
3066,44,1,1,0,16.0,1,1,0,0,4.0,2.0,0.0,10.257647,40.0,15.75,11.416667
3069,36,1,1,0,12.0,0,1,1,0,7.0,4.0,,5.9722881,28.0,9.4807692,1.5833334
3070,35,1,1,0,12.0,0,1,1,1,8.0,3.0,,3.7189493,20.0,14.115384,2.5833333
3072,41,1,1,0,12.0,0,1,0,0,11.0,3.0,,2.6282961,18.0,14.442307,2.0833333
3073,36,1,1,0,7.0,0,1,0,0,6.0,2.0,0.0,4.0660219,37.0,11.429487,5.1666665
3078,45,2,1,0,17.0,1,0,1,0,11.0,1.0,1.0,16.497578,35.0,12.416667,8.416667
3079,35,2,0,1,12.0,0,1,0,0,11.0,3.0,0.0,3.2930727,40.0,13.762821,13.75
3090,38,2,0,0,12.0,0,1,0,0,11.0,3.0,0.0,2.8846145,22.0,6.7692304,0.16666667
3095,38,2,1,0,6.0,0,1,0,0,11.0,8.0,0.0,4.6215763,40.0,13.442308,3.4166667
3096,35,2,1,0,11.0,0,1,0,0,11.0,8.0,0.0,3.9855046,35.0,10.166667,8.666667
3097,42,2,1,0,8.0,0,1,0,0,11.0,8.0,0.0,2.3832521,37.0,6.9358974,4.0
3098,37,1,1,0,12.0,0,1,0,0,7.0,3.0,,4.2224078,24.0,11.365385,2.5
3099,44,2,0,0,8.0,0,1,0,0,11.0,8.0,0.0,3.679549,35.0,9.5576925,3.8333333
3106,39,2,0,0,12.0,0,1,1,1,6.0,8.0,0.0,4.0257649,30.0,15.782052,10.333333
3107,36,2,0,1,9.0,0,1,1,1,11.0,3.0,0.0,5.0644102,40.0,11.0,11.0
3108,39,2,1,0,18.0,1,1,1,1,11.0,13.0,1.0,8.5990286,45.0,16.833334,16.833334
3111,35,2,0,1,12.0,0,1,1,1,6.0,3.0,,4.3227663,40.0,2.25,0.33333334
3114,43,2,0,1,14.0,0,0,1,1,12.0,3.0,1.0,9.0660181,40.0,15.519231,6.5833335
3115,41,2,1,0,12.0,0,1,1,0,4.0,5.0,0.0,3.7439594,40.0,18.621794,18.333334
3116,39,2,1,0,12.0,0,0,1,0,6.0,2.0,,7.5250835,65.0,5.5961537,2.1666667
3118,43,1,1,0,9.0,0,1,1,0,4.0,6.0,1.0,7.7133608,40.0,18.685896,18.666666
3119,41,1,1,0,13.0,0,1,1,0,4.0,1.0,0.0,9.7584505,40.0,27.192305,8.333333
3120,41,2,0,0,9.0,0,1,0,0,10.0,8.0,0.0,3.220612,40.0,5.1538463,0.25
3122,44,2,1,0,18.0,1,1,0,0,11.0,13.0,0.0,8.5185146,40.0,21.416666,21.416666
3127,38,1,1,0,18.0,1,1,1,1,11.0,13.0,0.0,10.668277,45.0,19.512819,2.9166667
3132,35,1,0,0,16.0,1,1,0,0,10.0,2.0,0.0,9.4444418,41.0,17.0,17.0
3133,36,1,1,0,14.0,0,1,0,0,11.0,1.0,0.0,8.2367105,40.0,17.79487,3.5
3135,39,2,1,0,12.0,0,1,1,1,4.0,3.0,0.0,6.2238321,40.0,14.0,14.0
3138,45,1,1,0,16.0,1,1,1,1,11.0,1.0,1.0,4.5169058,60.0,10.416667,10.416667
3144,37,2,0,1,12.0,0,1,1,1,11.0,8.0,0.0,5.0322061,32.0,14.762821,14.666667
3145,36,2,1,0,12.0,0,1,1,1,6.0,2.0,0.0,4.8389683,40.0,15.00641,15.0
3148,37,2,0,0,12.0,0,1,1,1,4.0,6.0,0.0,2.8180354,40.0,8.9487181,5.3333335
3151,41,2,0,1,12.0,0,1,1,1,9.0,8.0,0.0,4.6940408,42.0,17.121794,3.4166667
3156,42,2,0,0,12.0,0,1,1,1,6.0,4.0,0.0,4.64573,40.0,10.0,3.75
3157,40,2,0,0,12.0,0,1,1,0,11.0,3.0,0.0,5.0483069,40.0,18.403847,17.166666
3158,38,2,0,0,12.0,0,1,0,0,11.0,8.0,0.0,4.0257649,40.0,9.8653851,1.0833334
3159,43,1,1,0,18.0,1,0,1,0,,13.0,1.0,13.019322,40.0,12.019231,5.4166665
3164,35,2,1,0,18.0,1,0,1,0,11.0,13.0,0.0,11.223828,40.0,13.647436,11.833333
3166,44,2,1,0,10.0,0,1,1,0,11.0,8.0,0.0,2.9388082,12.0,11.346154,0.0
3169,35,1,1,0,12.0,0,1,1,0,9.0,8.0,0.0,5.4428329,37.0,14.576923,4.0
3170,39,1,0,0,9.0,0,1,0,0,9.0,8.0,0.0,3.6634455,55.0,14.288461,2.8333333
3171,40,1,0,1,12.0,0,1,0,0,4.0,5.0,0.0,6.8438005,43.0,17.923077,12.833333
3172,40,1,0,0,12.0,0,0,1,0,11.0,2.0,0.0,15.48309,35.0,19.083334,19.083334
3173,43,1,0,0,10.0,0,1,1,0,4.0,6.0,0.0,5.9903369,40.0,8.9102564,8.5
3174,40,2,1,0,12.0,0,0,1,0,8.0,8.0,,4.1806021,20.0,13.076923,1.6666666
3175,40,1,0,1,16.0,1,0,1,1,12.0,1.0,0.0,11.030594,40.0,15.647436,13.666667
3179,34,1,1,0,12.0,0,1,0,0,6.0,3.0,0.0,8.0515299,40.0,15.012821,4.0833335
3181,36,1,1,0,17.0,1,1,0,0,11.0,13.0,0.0,11.062799,35.0,12.557693,9.833333
3182,43,1,1,0,12.0,0,1,0,0,4.0,3.0,0.0,6.0386477,40.0,20.378204,16.333334
3185,35,1,1,0,12.0,0,1,0,0,4.0,6.0,,7.3578558,40.0,9.2115374,0.75
3186,37,2,1,0,12.0,0,1,1,1,4.0,6.0,1.0,6.5378385,45.0,13.134616,11.166667
3188,42,2,0,1,13.0,0,1,0,0,4.0,6.0,1.0,3.4219003,40.0,16.967947,10.333333
3189,37,2,1,0,12.0,0,1,0,0,4.0,6.0,0.0,6.6264057,48.0,11.179488,3.4166667
3191,35,2,1,0,9.0,0,1,1,1,4.0,6.0,0.0,7.2463775,40.0,14.46795,11.916667
3195,44,2,0,0,12.0,0,1,0,0,4.0,6.0,0.0,4.790658,42.0,18.673077,16.166666
3197,37,2,1,0,11.0,0,1,0,0,6.0,8.0,,2.090301,24.0,13.089744,10.333333
3198,40,2,1,0,9.0,0,1,0,0,9.0,7.0,0.0,3.5265677,8.0,9.75,0.91666669
3199,37,2,0,0,12.0,0,1,0,0,9.0,7.0,0.0,1.1513683,35.0,3.5,
3200,40,2,1,0,12.0,0,1,0,0,11.0,1.0,0.0,6.1996756,15.0,7.6923079,2.5
3202,38,1,0,0,15.0,0,1,0,0,7.0,3.0,0.0,8.5785904,45.0,15.378205,0.91666669
3203,38,1,1,0,11.0,0,1,0,0,4.0,3.0,0.0,5.4347825,48.0,13.788462,12.416667
3204,45,1,0,0,18.0,1,1,0,0,11.0,1.0,0.0,11.610305,40.0,17.75,17.75
3205,38,2,1,0,9.0,0,1,0,0,11.0,1.0,0.0,4.2270532,40.0,14.108974,4.75
3208,40,2,1,0,12.0,0,1,1,0,11.0,8.0,0.0,5.2334948,40.0,13.429487,13.416667
3209,36,2,0,1,12.0,0,1,0,0,6.0,8.0,0.0,2.4154589,25.0,8.9807692,1.75
3211,36,2,1,0,8.0,0,1,0,0,6.0,8.0,0.0,4.1867933,43.0,10.102564,2.9166667
3212,42,2,1,0,10.0,0,1,0,0,4.0,6.0,1.0,4.0257649,30.0,13.730769,8.5
3214,42,2,0,1,12.0,0,1,1,1,6.0,3.0,0.0,5.072463,40.0,16.865385,
3215,44,2,1,0,12.0,0,1,0,0,9.0,3.0,0.0,3.8879578,20.0,8.916667,8.916667
3217,37,2,0,0,13.0,0,1,1,1,5.0,6.0,1.0,8.1320438,20.0,6.4423079,3.0
3218,41,2,0,0,12.0,0,1,1,0,11.0,8.0,0.0,5.3462152,40.0,16.788462,8.833333
3219,38,1,1,0,18.0,1,0,1,1,11.0,2.0,0.0,11.771334,50.0,12.967948,5.1666665
3222,44,2,0,1,17.0,1,1,0,0,11.0,13.0,0.0,8.9371967,52.0,20.333334,20.333334
3227,39,2,0,0,9.0,0,1,0,0,9.0,7.0,,2.9264214,12.0,10.064102,2.75
3228,36,2,0,1,12.0,0,1,0,0,11.0,8.0,1.0,2.7375197,38.0,14.666667,14.666667
3229,44,1,1,0,10.0,0,1,0,0,6.0,8.0,0.0,2.8985493,40.0,2.3333335,0.83333331
3231,40,1,1,0,12.0,0,1,0,0,11.0,8.0,0.0,2.9871168,30.0,9.833333,9.833333
3232,35,1,1,0,10.0,0,1,0,0,6.0,3.0,0.0,5.1610308,45.0,17.083334,12.583333
3235,43,1,1,0,12.0,0,1,0,0,7.0,2.0,0.0,7.801928,40.0,17.346153,16.833334
3236,43,2,1,0,10.0,0,1,0,0,4.0,6.0,0.0,2.8180354,40.0,14.519231,7.3333335
3238,39,2,1,0,12.0,0,1,0,0,11.0,8.0,,1.9309927,40.0,13.429485,2.5833333
3239,36,2,0,0,11.0,0,1,0,0,4.0,6.0,0.0,3.5024142,40.0,8.3076925,1.0833334
3240,38,2,0,1,10.0,0,1,0,0,6.0,6.0,0.0,3.0193238,40.0,8.6730766,3.6666667
3243,35,1,1,0,12.0,0,1,0,0,7.0,2.0,0.0,6.1916251,40.0,16.97436,7.4166665
3245,34,1,1,0,12.0,0,1,1,1,11.0,3.0,0.0,2.8743958,35.0,8.6089745,2.6666667
3246,43,1,0,0,12.0,0,1,0,0,11.0,8.0,0.0,3.0756843,40.0,6.1987181,2.1666667
3247,41,1,1,0,12.0,0,1,0,0,7.0,3.0,0.0,3.6231885,23.0,9.0256405,0.16666667
3248,45,1,1,0,12.0,0,1,0,0,6.0,3.0,0.0,3.0998378,25.0,4.3205128,1.5833334
3250,36,1,0,0,9.0,0,0,0,0,11.0,8.0,,40.198082,40.0,3.6666665,1.8333334
3252,40,1,1,0,9.0,0,1,0,0,9.0,7.0,0.0,1.8921083,28.0,3.2435896,0.91666669
3253,36,1,1,0,12.0,0,1,0,0,6.0,4.0,,40.198082,40.0,14.871796,3.4166667
3255,42,1,1,0,17.0,1,1,1,0,11.0,13.0,1.0,7.0692425,50.0,14.423077,8.916667
3256,39,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,4.1304326,45.0,11.692307,7.4166665
3258,38,1,1,0,16.0,1,1,1,1,11.0,13.0,1.0,6.8115935,50.0,17.442308,5.8333335
3259,35,1,1,0,12.0,0,1,1,1,7.0,3.0,0.0,6.9726219,40.0,7.0705128,4.5
3260,38,1,0,0,12.0,0,1,0,0,,,0.0,2.9264214,10.0,5.2884617,1.4166666
3263,36,1,1,0,16.0,1,1,1,0,11.0,13.0,0.0,4.1143293,40.0,14.128205,11.666667
3264,36,1,1,0,10.0,0,1,0,0,11.0,8.0,0.0,4.3961344,40.0,9.8076916,7.3333335
3266,39,2,0,0,12.0,0,1,0,0,11.0,8.0,0.0,2.8582926,28.0,5.7692308,1.25
3268,40,2,1,0,10.0,0,0,1,1,4.0,6.0,1.0,10.769998,40.0,7.1538463,2.6666667
3270,37,2,1,0,13.0,0,1,1,0,12.0,3.0,,5.1735396,40.0,14.782051,7.0
3276,42,2,1,0,15.0,0,1,1,1,11.0,1.0,0.0,11.352655,40.0,19.057692,1.3333334
3277,36,2,0,0,16.0,1,1,1,1,11.0,3.0,0.0,5.8051524,40.0,12.730769,0.66666669
3278,39,2,0,0,12.0,0,1,1,1,11.0,8.0,0.0,4.5491123,40.0,9.5192308,1.8333334
3280,36,2,0,0,11.0,0,1,1,1,12.0,3.0,1.0,4.9758425,40.0,6.474359,2.25
3281,35,2,1,0,16.0,1,1,1,0,11.0,13.0,,8.3612032,40.0,10.134615,0.33333334
3282,34,2,0,0,17.0,1,1,1,1,8.0,3.0,1.0,4.0257649,50.0,5.7307692,1.6666666
3289,36,1,1,0,12.0,0,1,1,0,11.0,8.0,0.0,5.8051524,40.0,11.910257,7.5833335
3290,44,1,0,0,13.0,0,1,1,0,6.0,2.0,0.0,8.9452448,45.0,16.23077,3.0
3291,42,1,1,0,16.0,1,1,1,0,11.0,13.0,0.0,10.152974,45.0,15.230769,13.833333
3292,40,1,1,0,12.0,0,1,1,0,12.0,3.0,0.0,6.1916251,40.0,17.76923,5.5
3293,37,1,1,0,12.0,0,1,1,0,6.0,3.0,0.0,5.6360707,40.0,16.833334,16.833334
3294,43,1,1,0,13.0,0,1,1,0,11.0,3.0,0.0,5.6360707,20.0,13.423077,5.75
3300,41,1,1,0,16.0,1,1,1,0,6.0,2.0,0.0,12.584539,16.0,11.692307,3.5
3303,40,1,1,0,14.0,0,1,0,0,3.0,3.0,,4.1806021,48.0,6.6282053,0.16666667
3305,45,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,7.0209293,15.0,16.5,1.4166666
3312,37,2,0,0,12.0,0,1,1,1,11.0,8.0,,3.1354513,40.0,8.9038458,4.9166665
3316,41,1,1,0,12.0,0,1,1,1,4.0,3.0,0.0,5.5797076,40.0,9.9230766,2.6666667
3317,44,1,1,0,15.0,0,1,1,0,4.0,3.0,0.0,9.7826052,38.0,16.961538,16.333334
3318,42,1,0,0,17.0,1,1,1,1,11.0,13.0,0.0,4.3317208,,16.307692,13.25
3319,36,1,0,0,12.0,0,1,1,1,6.0,4.0,,40.198082,40.0,9.9615383,0.83333331
3320,34,1,1,0,12.0,0,1,1,1,11.0,8.0,0.0,3.8879578,30.0,13.769231,3.6666667
3325,41,1,1,0,18.0,1,1,1,0,11.0,5.0,0.0,12.584539,40.0,17.538462,3.4166667
3326,40,2,1,0,12.0,0,1,1,1,8.0,3.0,,2.6128764,32.0,14.429487,0.0
3328,41,2,0,0,14.0,0,1,1,1,12.0,1.0,0.0,5.8373594,40.0,12.166666,3.0
3332,35,1,0,1,12.0,0,1,1,0,12.0,3.0,0.0,10.064413,40.0,11.76282,9.833333
3333,42,1,1,0,18.0,1,1,0,0,11.0,13.0,0.0,7.8099809,50.0,16.833334,16.833334
3337,44,1,0,0,12.0,0,1,1,0,6.0,2.0,0.0,2.4154589,50.0,10.769231,1.75
3342,39,2,0,0,12.0,0,1,1,1,11.0,8.0,1.0,4.0740724,30.0,16.083334,16.083334
3344,41,2,0,0,12.0,0,1,1,1,12.0,1.0,1.0,6.7713332,40.0,18.198717,0.0
3346,41,1,1,0,15.0,0,0,1,0,11.0,1.0,0.0,7.0450883,40.0,8.6025648,2.5
3347,41,1,1,0,12.0,0,1,1,1,11.0,3.0,0.0,4.0257649,40.0,8.333333,8.333333
3353,44,1,1,0,18.0,1,1,1,0,11.0,13.0,0.0,10.837358,60.0,14.846154,14.833333
3355,39,1,1,0,18.0,1,1,1,0,11.0,13.0,0.0,10.450882,40.0,13.621796,12.833333
3356,40,1,1,0,12.0,0,1,0,0,9.0,4.0,,3.0017905,15.0,12.391026,0.33333334
3357,41,2,0,0,12.0,0,0,1,1,7.0,3.0,0.0,11.50563,35.0,20.198717,20.083334
3359,43,2,1,0,12.0,0,1,1,1,10.0,8.0,0.0,1.8115942,20.0,14.134615,3.4166667
3362,40,2,0,1,12.0,0,1,1,1,6.0,8.0,0.0,4.8520045,35.0,13.423077,6.6666665
3366,44,1,1,0,14.0,0,0,1,0,4.0,3.0,0.0,7.2463775,40.0,10.826923,9.166667
3368,44,1,0,0,12.0,0,1,1,0,4.0,5.0,0.0,5.2334948,50.0,11.826923,3.6666667
3372,42,1,0,0,13.0,0,1,1,0,10.0,11.0,0.0,4.2270532,40.0,9.6346149,1.5833334
3374,44,1,1,0,12.0,0,1,1,1,7.0,2.0,0.0,8.2608652,45.0,19.192308,16.083334
3376,35,2,1,0,18.0,1,1,1,0,11.0,13.0,1.0,5.6119142,53.0,7.3589745,5.9166665
3378,42,2,1,0,8.0,0,1,1,0,6.0,6.0,0.0,2.6972613,30.0,4.0384617,0.083333336
3381,39,2,0,0,16.0,1,0,1,1,11.0,1.0,0.0,11.50563,35.0,13.788462,1.25
3382,35,2,1,0,12.0,0,1,1,1,11.0,3.0,1.0,4.2270532,40.0,10.429488,0.33333334
3386,39,2,1,0,12.0,0,1,1,0,6.0,2.0,0.0,7.801928,40.0,13.961538,11.25
3387,37,2,0,1,12.0,0,0,1,1,12.0,3.0,0.0,8.5829277,35.0,17.897436,6.0
3389,44,2,1,0,12.0,0,1,1,1,4.0,6.0,1.0,4.0257649,40.0,15.019231,0.0
3391,39,2,1,0,12.0,0,1,1,0,11.0,3.0,0.0,4.2834139,55.0,16.01923,11.75
3392,38,2,0,0,14.0,0,1,1,1,9.0,3.0,0.0,5.0322061,40.0,15.653846,0.0
3393,35,2,1,0,16.0,1,1,1,0,12.0,3.0,0.0,10.837358,40.0,6.916667,0.0
3394,36,2,0,0,16.0,1,1,1,0,11.0,1.0,0.0,11.610305,40.0,16.878204,8.416667
3399,34,1,1,0,12.0,0,1,1,1,4.0,6.0,,3.0518394,40.0,10.788462,1.75
3400,36,1,1,0,14.0,0,1,1,0,6.0,3.0,0.0,3.8727839,40.0,12.820513,4.6666665
3402,41,2,0,0,9.0,0,1,1,0,4.0,6.0,0.0,5.0966172,40.0,16.173077,9.916667
3403,37,2,1,0,12.0,0,1,1,0,4.0,6.0,0.0,6.4412241,40.0,16.134615,3.9166667
3406,42,1,1,0,11.0,0,1,1,0,11.0,3.0,0.0,6.4492707,40.0,20.333334,20.333334
3407,38,1,1,0,12.0,0,1,1,0,11.0,5.0,0.0,4.1223826,46.0,7.4807692,3.1666667
3408,41,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,4.8792253,32.0,5.2884617,1.75
3410,41,1,0,0,15.0,0,1,0,0,7.0,3.0,0.0,6.7874336,40.0,17.134615,9.166667
3411,35,1,0,0,13.0,0,1,1,1,12.0,3.0,1.0,9.057972,40.0,3.5448718,1.5833334
3412,43,1,1,0,12.0,0,1,0,0,6.0,3.0,,2.6167471,40.0,9.1153851,6.25
3413,42,1,0,0,12.0,0,1,1,0,11.0,3.0,0.0,5.8293061,40.0,9.1346149,7.6666665
3414,38,1,1,0,18.0,1,1,1,1,11.0,3.0,,8.7095852,12.0,8.3269234,1.5833334
3416,40,2,0,0,13.0,0,1,1,1,5.0,11.0,1.0,7.0450883,40.0,10.333333,6.9166665
3418,35,2,1,0,16.0,1,1,1,1,11.0,13.0,1.0,7.7455678,40.0,10.801282,3.0833333
3419,37,2,1,0,12.0,0,1,1,0,11.0,8.0,1.0,4.8387074,35.0,10.846154,0.41666666
3423,42,2,0,0,10.0,0,1,1,1,9.0,7.0,0.0,2.4154589,20.0,4.7179484,0.33333334
3424,38,2,1,0,12.0,0,1,1,1,6.0,5.0,,4.1806021,40.0,15.134616,0.75
3429,39,2,1,0,12.0,0,1,1,1,9.0,8.0,0.0,3.486311,15.0,8.8846149,0.5
3431,41,2,0,0,11.0,0,1,1,1,6.0,3.0,0.0,4.4524951,17.0,3.5128205,1.9166666
3434,37,2,1,0,9.0,0,1,0,0,6.0,4.0,0.0,4.4122381,40.0,15.038462,8.583333
3435,41,2,0,0,8.0,0,0,1,1,4.0,6.0,1.0,10.708532,40.0,16.166666,16.166666
3439,35,2,1,0,12.0,0,1,0,0,4.0,3.0,0.0,4.9919462,40.0,16.02564,15.916667
3441,39,2,1,0,12.0,0,0,1,1,11.0,8.0,0.0,5.6360707,40.0,18.070515,18.0
3442,37,2,0,0,13.0,0,0,1,1,11.0,8.0,0.0,6.3526568,40.0,18.384615,18.333334
3443,43,2,0,1,14.0,0,1,0,0,4.0,6.0,0.0,3.6231885,40.0,20.384615,1.3333334
3445,39,1,0,0,12.0,0,0,1,1,7.0,2.0,1.0,7.3429914,40.0,18.948717,3.25
3448,37,2,1,0,16.0,1,1,0,0,11.0,13.0,0.0,7.7455678,40.0,14.596154,11.416667
3449,35,2,1,0,11.0,0,0,1,1,7.0,2.0,1.0,10.185181,38.0,13.980769,13.166667
3450,42,1,0,1,16.0,1,1,1,1,12.0,1.0,0.0,2.0933967,40.0,3.8461537,0.91666669
3455,37,2,0,1,11.0,0,1,0,0,4.0,6.0,0.0,6.8438005,44.0,11.98718,7.4166665
3456,39,2,1,0,15.0,0,0,1,1,11.0,3.0,1.0,6.8143759,17.0,6.1794872,6.1666665
3457,43,1,1,0,12.0,0,1,0,0,6.0,2.0,0.0,3.3494363,40.0,7.6666665,3.9166667
3462,34,2,0,0,12.0,0,1,0,0,4.0,6.0,,4.3896322,40.0,14.262821,13.333333
3463,36,2,1,0,14.0,0,1,0,0,4.0,6.0,0.0,5.0805135,40.0,11.179487,6.0
3464,43,1,1,0,16.0,1,1,0,0,11.0,1.0,0.0,3.9371977,24.0,20.782051,20.75
3466,38,2,1,0,12.0,0,1,0,0,4.0,6.0,0.0,4.3075671,40.0,12.064102,4.75
3468,45,2,0,0,9.0,0,0,1,1,6.0,4.0,0.0,3.8083735,32.0,5.2820511,3.75
3477,40,2,0,0,12.0,0,1,1,0,8.0,3.0,0.0,5.0322061,40.0,19.076921,2.0
3479,44,2,0,0,12.0,0,1,1,1,4.0,4.0,0.0,4.0257649,40.0,17.98077,0.083333336
3483,43,1,1,0,12.0,0,1,1,0,9.0,7.0,0.0,3.0193238,25.0,9.0,0.5
3484,43,1,1,0,14.0,0,1,1,1,6.0,8.0,0.0,8.623189,42.0,4.6089745,4.4166665
3487,42,1,0,1,18.0,1,0,0,0,11.0,13.0,0.0,4.2028966,70.0,18.916666,1.4166666
3490,35,1,1,0,12.0,0,1,1,0,8.0,8.0,0.0,8.0515299,30.0,9.5256414,5.4166665
3491,36,1,1,0,13.0,0,1,1,0,11.0,2.0,,7.0346656,40.0,13.679487,10.916667
3492,43,1,0,0,9.0,0,1,0,0,4.0,6.0,0.0,5.6360707,40.0,13.0,3.8333333
3493,35,1,1,0,16.0,1,1,0,0,11.0,13.0,1.0,8.5668278,45.0,13.519231,12.833333
3494,42,1,0,0,12.0,0,1,0,0,4.0,2.0,0.0,25.161034,40.0,19.01923,8.416667
3497,43,1,1,0,11.0,0,1,0,0,6.0,8.0,,2.801002,24.0,3.1602564,0.91666669
3501,36,1,1,0,6.0,0,1,1,1,4.0,6.0,0.0,5.0644102,40.0,20.192308,2.6666667
3502,34,1,1,0,10.0,0,1,1,1,6.0,3.0,1.0,7.0450883,40.0,11.955128,8.583333
3505,43,1,1,0,12.0,0,1,1,0,11.0,8.0,,3.3444817,30.0,6.7564106,1.4166666
3506,38,1,1,0,11.0,0,1,1,1,6.0,3.0,0.0,2.3268917,40.0,4.5897436,1.0
3507,42,1,0,0,18.0,1,1,0,0,12.0,1.0,,40.198082,40.0,15.230769,3.3333333
3511,36,1,1,0,10.0,0,1,1,0,3.0,11.0,0.0,7.2463775,30.0,3.8846154,1.1666666
3512,38,1,0,1,14.0,0,0,1,0,7.0,3.0,0.0,6.3607068,38.0,13.371796,3.4166667
3515,44,2,0,0,17.0,1,0,1,1,11.0,13.0,1.0,15.338156,40.0,14.5,9.333333
3516,39,2,0,0,14.0,0,1,1,1,4.0,5.0,0.0,13.083735,40.0,18.448717,18.416666
3526,41,1,1,0,12.0,0,1,0,0,7.0,3.0,0.0,6.1111083,38.0,12.942307,8.416667
3529,39,1,1,0,12.0,0,1,0,0,6.0,5.0,0.0,4.0257649,40.0,6.0705128,2.0833333
3530,39,1,0,0,18.0,1,0,1,1,12.0,1.0,,3.8619854,50.0,12.0,0.83333331
3532,35,1,0,1,16.0,1,1,1,1,11.0,1.0,0.0,12.38325,40.0,13.153847,7.25
3534,37,1,1,0,16.0,1,0,0,0,12.0,1.0,0.0,8.6795483,12.0,12.057693,2.9166667
3536,44,1,1,0,12.0,0,0,1,0,11.0,8.0,1.0,3.9049909,35.0,10.839744,0.66666669
3538,35,1,1,0,12.0,0,1,1,0,8.0,1.0,0.0,12.777775,40.0,14.878204,9.166667
3540,36,1,1,0,11.0,0,1,1,0,4.0,4.0,,3.0991251,60.0,5.1730771,1.25
